Age,Gender,Ethnicity,BrCitizen,AgetoUK,UniYear,BSPub1R,BSPub2,BSPub3,BSPub4,BSPubResp,BSSlur1R,BSSlur2,BSSlur3,BSSlur4,BSSlur5,BSSlur6,BSSlur7,BSSlurResp,BSDrunkGroup2B,BSDrunk1,BSDrunk2,BSDrunk3,BSDrunk4,BSDrunk5,BSDrunk6,BSDrunk7,BSDrunkResp,BSDrunkRisk,LeftRight,GenTrust,CivEngPol1,CivEngVol1,CivEngPol2,CivEngVol2,CivEngVol3,CivEngPol3,CivEngVol4,CivEngPol4,DivPol1,DivPol2,DivPol3,DivPol4,DivPol5,DivPol6,DivPol7,DivPol8,FrEthn1,FrEthn2,FrEthn3,FrEthn4,FrEthn5,IOSblack,IOSsAs,IOSwhite,InteractBlack,InteractSAsian,InteractWBrit,InteractOthBr,InteractNonBr,SchoolBlack,SchoolSAsian,SchoolWhBr,SchoolOthBr,SchoolNonBr,SelfExp1,SelfExp2,SelfExp3,SelfExp4,DivValWhBr,DivValBlackBr,DivValSAsBr,DivValpersBr,DivValpersUni,DivValProm,DivValInstr1,DivValInstr2R,DivValpersContact1,DivValInstr3,DivValInstr4,DivValpersContact2R,DivValInstr5,AffBlWarm,AffBlNeg,AffSAsWarm,AffSAsNeg,AffWhWarm,AffWhNeg,SCMBlConfident,SCMBlSincere,SCMBlCompetent,SCMBlWarm,SCMSAsConfident,SCMSAsSincere,SCMSAsCompetent,SCMSAsWarm,SCMWhConfident,SCMWhSincere,SCMWhCompetent,SCMWhWarm,nWhExpWhComplimented,nWhExpWhRidiculed,nWhExpWhMadeFeelUnwanted,nWhExpWhVerbAbused,nWhExpWhBefriended,nWhExpWhMadeFeelWelcome,nWhExpWhIntimidated,nWhExpWhSupported,nWhExpWhThreathened,nWhExpWhHelped,nWhExtConNum,nWhExtConPerc,nWhSelfDiscWorry,nWhSelfDiscFeel,nWhAnxHallUnhappy,nWhAnxHallPleased,nWhAnxHallTense,nWhEmpathy1,nWhEmpathy2,nWhPerspTak1,nWhPerspTak2,nWhPerspTak3,nWhPerspTak4R,nWhPerspTak5R,nWhBelDirections,nWhBelDancing,nWhEthnId1,nWhEthnId2,nWhEthnId3,nWhEthnId4,nWhWhPriv1,nWhWhPriv2R,nWhSterWhPriviliged,nWhSterWhSupportive,nWhSterWhArrogant,nWhSterWhPrejudiced,Rubbish8,nWhExpComfortable,nWhExpSuspicious,nWhExpAwkward,nWhExpSecure,nWhExpThreatened,nWhExpConfident,nWhUnfavWh,WhExpBlComplimented,WhExpBlRidiculed,WhExpBlMadeFeelUnwanted,WhExpBlVerbAbused,WhExpBlBefriended,WhExpBlMadeFeelWelcome,WhExpBlIntimidated,WhExpBlSupported,WhExpBlThreathened,WhExpBlHelped,WhExtConNum,WhExtConPerc,WhSelfDiscWorry,WhSelfDiscFeel,WhAnxHallUnhappy,WhAnxHallPleased,WhAnxHallTense,WhEmpathy1,WhEmpathy2,WhPerspTak1,WhPerspTak2,WhPerspTak3,WhPerspTak4R,WhPerspTak5R,WhBelDirections,WhBelDancing,WhEthnId1,WhEthnId2,WhEthnId3,WhEthnId4,WhGuilt1,WhGuilt2,WhWhPriv1,WhWhPriv2R,WhSterWhPriviliged,WhSterWhSupportive,WhSterWhArrogant,WhSterWhPrejudiced,WhMetaSterWhPriviliged,WhMetaSterWhSupportive,WhMetaSterWhArrogant,WhMetaSterWhPrejudiced,Rubbish1,WhExpComfortable,WhExpSuspicious,WhExpAwkward,WhExpSecure,WhExpThreatened,WhExpConfident,WhUnfavSAsBr,WhUnfavBlBr,FrequDiscrLabour,FrequDiscrPolice,FrequDiscrFellWhEmpl,FrequDiscrFaculty,FrequDiscrGlaring,FrequDiscrSlurs,FrequDiscrPubs,Rubbish2,Rubbish3,Rubbish4,Rubbish5,MedWealthAfrCar,Rubbish6,SharAfrCarFirstTwoOne,AttribAbility,AttribEduOpps,AttribRespect,PrejBelNoLonger,PrejBelNoFav,PrejBelLessDes,PrejBelUnequOpps,PrejBelLackResp,RAS2,RAS3,RAS4R,RAS5R,RAS6,RAS7R,RAS8,RAS9R,RAS10R,RAS11,PAuth1,PAuth2R,PAuth3R,PAuth4R,PAuth5R,PAuth6R,PAuth7R,PAuth8,PAuth9R,PAuth10R,SelfDec1R,SelfDec2,SelfDec3R,SelfDec4,SelfDec5R,SelfDec6,SelfDec7,SelfDec8R,MotUnprejExt1,MotUnprejInt1,MotUnprejExt2,MotUnprejInt2,MotUnprejInt3,MotUnprejExt3,ID,PercDone
19,2,10,1,,2,3,3,6,4,3,5,4,5,3,5,5,3,2,2,5,4,4,3,6,6,7,3,5,5,4,2,1,1,1,1,1,3,3,5,5,5,4,3,4,5,6,3,3,3,4,4,6,1,7,5,0,85,5,5,10,0,85,5,0,6,6,6,6,4,4,4,6,6,7,5,2,3,4,3,4,5,4,2,4,2,4,2,7,5,7,6,4,5,6,5,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,5,5,2,5,1,4,4,57,5,3,2,3,3,5,6,5,5,5,5,5,7,1,5,5,4,7,2,4,6,1,87,83,74,45,50,95,42,43,,6,2,5,5,1,5,3,3,5,6,6,4,4,4,5,100,0.7,100,07,100000,0.7,70,2,4,2,3,3,4,5,1,2,1,5,3,4,3,4,3,4,4,5,3,4,4,3,3,4,2,3,3,3,3,4,2,5,3,3,8,3,5,5,5,5,4,872317624,100
20,2,10,1,,2,2,5,7,7,6,7,7,5,2,7,7,7,7,2,6,6,6,2,7,2,7,2,7,8,5,3,1,1,1,6,5,5,1,5,5,7,7,4,5,6,6,3,3,4,3,3,,,,5,10,70,10,5,5,10,75,5,5,4,5,6,6,6,5,5,7,7,6,7,2,2,4,5,6,6,4,2,4,2,4,2,7,2,6,5,5,5,6,3,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,1,5,6,2,2,2,5,2,40,5,5,3,4,2,6,7,5,5,5,4,4,7,1,2,6,2,6,3,3,4,4,30,75,30,40,70,60,40,70,,6,2,2,6,1,6,3,2,5,6,5,5,5,5,7,280,48,280,48,280000,48,48,3,2,4,3,4,4,4,4,5,4,5,4,5,5,4,5,5,2,1,4,4,4,4,5,5,1,5,4,2,8,4,2,4,8,4,8,4,5,5,6,7,4,133587817,100
22,2,11,1,,2,7,5,5,2,1,1,7,5,5,4,4,3,2,1,6,5,4,2,3,3,6,6,3,4,6,1,4,1,4,5,4,5,5,4,4,5,4,4,6,6,6,3,4,3,2,3,5,6,7,20,10,70,0,0,10,30,60,0,0,7,7,7,7,6,6,6,7,7,5,7,2,6,5,6,1,6,5,1,5,2,5,1,6,6,6,6,5,6,7,6,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,2,5,6,5,6,3,6,3,50,5,5,2,4,3,6,7,5,4,2,3,4,6,2,6,6,6,7,6,6,6,2,45,71,40,50,81,40,68,44,,6,2,2,4,3,5,2,2,6,6,5,3,4,4,5,200,0.52,200,052,200000,0.52,52,2,2,2,1,3,5,5,1,5,3,4,4,2,5,4,4,5,3,2,3,3,3,3,3,3,2,3,2,1,3,8,2,8,4,4,4,4,5,2,4,6,2,871765793,100
26,1,10,1,,1,5,5,5,4,3,2,6,6,5,7,6,4,5,2,5,7,6,3,4,4,7,7,7,3,3,5,5,2,1,5,4,1,5,4,4,5,4,1,4,7,5,3,3,,4,3,3,4,4,10,10,70,10,0,10,5,85,0,0,7,7,7,7,4,4,4,4,5,3,6,5,4,7,6,4,5,3,3,3,3,3,3,4,4,4,,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,2,2,3,I have no idea,41,4,4,3,3,3,4,6,4,4,3,4,4,6,,5,5,4,7,4,3,6,3,74,73,24,24,77,7,73,71,,6,4,4,4,4,4,5,5,5,5,5,5,4,3,3,30000,78,30000,78,30000,78,78,4,3,3,4,4,4,4,4,4,4,2,3,5,2,4,3,1,4,2,4,4,4,4,5,4,1,5,3,4,3,6,8,4,3,3,8,1,1,1,6,6,1,160000538,100
19,2,10,1,,1,5,5,6,5,3,4,6,5,5,4,5,4,4,2,7,7,6,5,7,7,7,7,7,3,4,2,3,2,5,4,5,5,5,7,6,6,4,4,6,5,5,3,3,3,3,3,3,4,7,5,8,84,,3,10,10,75,0,5,7,7,7,7,5,5,5,7,7,5,7,4,5,5,7,1,7,4,2,4,2,5,2,7,6,6,5,5,6,6,6,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,2,2,4,5,5,2,4,2,40,5,3,5,2,5,7,7,6,6,6,2,2,5,5,5,6,6,7,1,5,6,2,50,50,25,25,80,30,80,53,wealthy,5,2,4,5,2,5,1,1,5,4,4,4,4,4,4,60,78,60,78,60000,78,78,5,1,3,4,5,4,3,4,4,3,5,4,5,5,4,4,5,1,1,2,5,2,1,5,4,1,5,4,6,4,6,8,4,4,4,4,6,6,3,6,6,3,662743387,100
19,2,10,1,,1,5,4,7,5,2,1,7,5,6,7,6,6,5,2,7,3,3,3,7,2,7,7,7,7,3,1,2,1,1,2,1,2,5,5,7,6,5,4,6,6,7,1,3,3,3,3,7,,7,10,0,80,5,5,3,5,78,4,10,4,6,7,6,5,4,3,6,6,7,5,3,6,5,6,1,6,5,1,3,2,5,1,6,6,7,6,4,5,7,4,5,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,6,6,4,6,2,6,25,75,7,7,1,5,1,7,7,6,3,4,1,1,7,1,1,3,1,7,6,7,6,2,70,60,50,40,90,40,70,50,Ignorant,7,1,1,7,1,7,5,3,4,5,3,2,2,3,3,300000,78,300000,78,300000,78,78,1,5,1,4,1,5,2,1,4,3,5,3,1,5,4,5,3,4,2,2,2,4,1,3,3,3,3,3,8,4,2,1,2,3,4,8,1,7,1,7,7,1,852036575,100
19,2,10,1,,1,6,4,7,7,4,2,7,4,6,7,6,5,5,2,7,7,7,2,7,4,7,7,7,3,5,6,1,1,3,1,3,4,2,7,5,7,7,7,6,5,7,3,3,3,,2,,6,6,1,4,95,0,0,10,20,68,1,1,5,6,6,5,3,6,6,7,7,5,6,2,7,6,6,1,7,4,2,4,2,4,2,5,6,6,5,4,6,6,6,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,5,5,3,5,1,6,5,20,7,7,2,2,2,7,7,2,2,1,2,3,7,2,4,5,5,7,7,7,7,1,50,81,40,80,100,54,70,91,Single minded ,6,2,3,6,2,6,4,4,6,6,5,5,7,7,7,200,0.8,200,08,200000,0.8,80,1,5,2,2,1,3,6,2,4,3,5,4,3,5,4,5,5,3,2,3,5,4,2,4,4,1,5,5,4,8,4,8,3,4,5,5,6,7,7,7,7,4,622595267,100
19,2,10,1,,2,5,5,5,4,2,2,6,6,6,3,6,4,3,1,6,4,5,2,2,2,5,6,5,4,4,1,1,1,1,5,1,5,5,4,5,4,5,4,4,5,5,3,4,3,3,3,,6,7,0,20,70,10,0,0,0,100,0,0,6,6,6,6,6,6,6,6,6,5,6,3,4,6,6,4,5,4,2,4,2,4,2,5,6,6,6,5,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,5,2,5,2,5,5,50,6,3,3,3,3,6,6,4,4,4,4,4,6,1,5,5,1,4,5,5,5,2,61,61,33,25,88,68,77,55,Wealthy,5,2,2,5,2,5,2,2,4,6,4,4,5,5,5,125,0.084027778,125,00840277777777778,125000,0.084027778,8.402777778,4,4,3,3,3,3,5,4,4,2,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,1,8,4,8,2,5,2,5,5,3,814267466,100
19,2,10,1,,2,5,5,6,7,5,5,6,6,3,2,3,5,3,2,3,1,3,3,5,6,7,5,7,2,6,1,4,2,2,4,4,3,5,6,6,6,6,6,4,5,6,3,3,3,3,3,,,7,5,5,80,10,0,5,5,85,5,0,6,6,7,7,5,6,6,6,6,5,7,5,5,6,7,1,6,5,1,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,5,6,1,5,1,6,4,10,6,6,4,3,3,7,7,4,4,2,3,3,6,2,6,6,6,6,6,7,7,6,91,72,68,52,97,41,88,75,,6,1,4,5,1,6,3,3,4,5,5,4,5,5,6,200,0.6,200,06,200000,0.6,60,3,3,3,2,4,5,5,4,4,4,2,3,3,3,3,3,3,3,2,2,4,4,4,3,4,2,3,5,3,4,4,2,2,3,2,2,2,4,1,4,4,2,23043385,100
26,2,10,1,,1,6,1,2,1,1,4,7,4,4,6,5,7,6,2,7,6,6,6,7,7,7,7,7,3,2,4,2,2,2,2,2,,4,4,6,6,7,7,7,7,7,4,3,4,3,3,7,6,7,10,20,40,20,10,5,0,95,0,0,5,5,5,5,3,3,3,6,6,3,7,1,6,7,7,2,7,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,90,6,6,1,5,1,5,7,4,2,2,2,4,7,1,1,1,1,6,7,7,7,1,50,50,50,70,50,50,50,50,,7,1,1,7,1,7,1,1,7,7,7,7,7,7,7,225000,78,225000,78,225000,78,78,1,5,1,1,1,7,7,1,1,1,5,5,2,5,3,3,5,1,3,1,4,4,4,4,4,1,5,3,5,8,6,1,5,1,1,6,4,6,3,5,6,3,142958183,100
19,2,10,1,,2,6,1,6,5,2,1,7,6,6,7,7,7,7,2,4,4,4,2,5,4,7,5,7,2,6,1,5,1,1,1,5,4,5,7,7,7,6,4,5,6,7,3,3,3,4,3,,,7,5,0,90,0,5,20,10,60,0,10,1,1,1,5,5,6,6,7,7,7,6,2,4,4,5,2,6,5,1,5,1,5,1,6,6,5,6,6,6,5,6,7,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,5,5,1,5,1,3,0,,7,5,1,5,1,6,7,7,7,7,2,2,7,1,6,6,5,7,7,7,6,2,60,50,30,20,80,40,50,40,,7,1,1,7,1,7,1,1,6,6,5,5,4,5,4,250,0.78,250,078,250000,0.78,78,1,5,3,2,2,5,6,4,2,4,4,3,5,5,3,3,4,3,1,3,5,5,5,5,5,1,5,3,4,4,8,4,5,4,5,8,7,7,7,7,7,7,492826961,100
20,2,14,1,,2,4,6,7,3,2,1,7,7,7,7,7,6,5,2,5,6,4,2,6,7,7,6,7,3,4,2,1,1,4,2,3,3,4,6,7,7,7,4,7,7,7,4,4,3,3,3,5,2,7,30,5,35,10,20,5,10,75,5,5,7,7,7,7,3,7,7,7,7,4,7,1,7,5,7,1,7,5,1,5,1,5,1,1,1,1,1,4,1,1,1,1,3,3,2,7,3,2,2,7,7,4,7,1,7,2,76,7,7,3,4,2,5,7,5,3,1,5,4,7,1,7,5,7,7,7,1,86,72,33,69,uncultured,4,1,7,7,2,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,5,5,5,250000,70,250000,70,250000,70,70,1,5,1,1,6,6,7,2,4,5,5,5,5,3,5,5,5,5,3,1,3,4,4,3,5,1,4,3,4,6,6,3,4,5,6,6,1,7,1,7,5,1,605343501,100
19,2,10,1,,2,2,6,6,6,6,2,6,3,3,5,6,7,5,2,6,5,5,2,6,5,6,6,7,1,5,1,2,4,2,2,6,3,5,7,7,6,7,6,7,7,7,3,3,3,3,3,,,7,5,0,55,0,40,5,0,70,0,25,7,7,7,7,3,6,6,7,7,5,7,1,5,7,7,3,7,5,1,5,1,5,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,5,6,1,5,1,5,3,67,6,1,2,4,2,7,7,6,3,4,2,2,7,1,2,6,2,7,6,7,7,1,85,50,56,70,94,30,31,71,Closed minded,7,1,1,7,1,7,1,1,7,7,7,5,3,5,4,200,0.85,200,085,200000,0.85,85,1,5,1,1,1,6,7,1,2,4,5,5,1,5,1,5,5,1,3,2,5,5,5,5,5,1,5,2,5,2,5,1,5,8,4,5,4,7,1,7,7,1,284833905,100
19,2,10,1,,1,6,5,4,6,7,3,6,4,2,2,4,4,3,1,4,3,3,2,5,6,6,5,6,5,3,2,2,1,1,1,2,1,1,5,6,5,6,4,6,6,6,2,2,3,3,1,4,7,6,10,20,70,0,0,10,25,60,5,0,4,5,5,5,3,3,5,6,6,6,5,2,4,4,6,2,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,5,40,7,7,3,3,3,5,6,4,4,2,4,4,6,1,2,5,3,6,6,6,6,1,79,47,72,61,90,48,75,75,,4,4,4,4,4,4,5,5,5,7,6,5,6,7,6,280,70,280,70,280000,70,70,2,5,2,1,1,5,6,2,3,2,5,4,3,3,3,1,5,2,4,1,3,4,2,3,4,2,4,3,3,3,4,8,4,2,2,3,3,7,4,7,7,3,355074506,100
18,2,10,1,,1,5,4,4,4,3,2,5,5,4,7,7,7,5,1,4,5,4,3,6,5,6,5,6,3,5,4,4,1,1,1,3,3,1,5,6,6,7,6,7,7,7,3,3,3,3,3,5,5,6,10,10,60,,20,20,,80,,,6,6,6,6,6,6,6,6,6,6,7,1,6,6,6,1,7,5,1,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,5,5,4,3,2,4,3,40,7,6,2,2,2,7,7,5,5,2,3,3,7,1,4,4,4,7,7,7,7,1,81,68,78,56,96,34,81,82,treated differently ,7,2,4,7,1,6,1,1,7,7,5,5,6,5,7,200,0.8,200,08,200000,0.8,80,2,4,2,1,1,6,5,1,3,1,5,5,3,5,2,5,5,1,1,2,4,4,1,3,5,2,5,4,4,4,2,1,6,2,4,2,1,7,1,7,7,1,678479501,100
19,2,10,1,,2,3,5,5,6,5,5,5,3,3,2,3,5,2,1,4,3,3,2,6,5,7,3,5,4,5,2,2,1,2,4,2,2,4,5,6,5,7,6,5,6,6,3,3,3,3,3,4,,7,15,20,55,5,5,10,10,70,5,5,5,6,6,6,5,6,6,6,7,5,5,2,5,5,5,4,6,5,1,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2,2,6,6,5,6,2,6,2,8,5,5,2,2,2,7,7,5,4,3,3,5,7,2,4,4,2,6,2,4,5,3,60,62,40,21,87,39,80,74,Privileged ,5,2,4,6,3,3,3,2,4,5,3,3,4,5,6,125,0.78,125,078,125000,0.78,78,1,3,3,3,3,3,3,2,4,3,5,5,5,5,4,5,5,4,1,2,4,3,2,3,4,2,5,4,4,3,6,4,5,4,4,5,1,7,1,7,7,1,511122831,100
20,2,10,1,,2,6,4,5,6,1,4,6,5,4,5,6,3,3,2,6,4,4,4,5,6,6,5,6,4,3,4,2,1,1,1,2,1,3,5,5,4,5,3,5,4,6,3,3,2,3,3,,5,,10,10,70,4,6,10,10,70,0,10,6,5,6,6,4,5,4,6,6,4,6,4,5,5,6,2,5,4,2,4,2,4,2,6,5,5,5,5,4,4,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,4,4,4,3,1,2,10,75,3,3,3,3,3,5,5,4,4,4,4,4,5,2,5,5,5,6,5,5,5,3,45,45,40,20,80,50,50,40,n/a,4,4,4,4,4,4,3,3,4,5,4,3,4,5,5,200,0.5,200,05,200000,0.5,50,3,3,3,2,2,4,4,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,4,4,5,5,5,4,5,287685672,100
18,2,1,1,,1,7,5,4,1,2,1,5,7,7,7,7,7,7,2,5,4,4,3,6,5,6,4,7,5,3,4,3,1,4,5,5,5,5,4,4,5,6,4,5,7,5,4,2,1,2,1,7,6,,60,20,9,7,4,56,40,2,0,2,5,6,7,7,3,6,5,7,6,3,6,1,6,6,7,2,5,4,2,4,2,3,3,6,4,5,5,5,5,5,4,4,3,3,3,5,2,4,1,2,3,1,4,1,2,1,11,2,3,4,3,4,5,4,6,4,3,3,2,2,4,5,6,6,5,7,2,77,51,52,64,"proud, selfish/self-oppossed",4,5,5,3,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,4,6,7,6,210,0.32,210,032,210000,0.32,32,3,4,2,1,1,5,6,1,2,1,4,5,3,4,3,5,5,3,2,3,4,4,2,3,3,2,3,3,3,4,4,2,5,3,5,2,2,2,2,2,4,3,105089611,100
21,2,12,3,,1,4,5,5,4,5,1,3,5,6,3,3,3,6,2,5,3,6,2,3,2,5,5,7,3,5,2,3,1,2,4,4,2,1,6,7,7,6,7,6,7,7,4,3,4,4,4,,,5,0,0,50,0,50,0,0,0,0,100,5,7,7,7,,,,6,5,4,7,3,7,7,7,1,7,4,2,4,2,4,2,,,,,,,,,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,4,1,6,6,5,4,2,1,3,7,1,3,5,4,6,7,2,7,1,0,,,,,,,,,,,,,,,,3,,,,,,,,250000,0.6,250000,06,250000,0.6,60,1,5,2,1,1,,,,5,4,4,4,2,5,3,4,5,3,2,4,4,4,4,5,4,1,5,5,4,5,6,4,3,1,5,3,2,7,2,7,7,2,409761702,100
20,2,10,1,,2,7,2,6,4,1,5,6,6,6,7,7,3,3,2,5,2,2,2,3,2,2,2,4,3,5,5,3,3,5,5,4,6,2,6,6,6,6,5,5,6,6,3,3,3,3,3,,,6,5,0,70,20,5,5,0,70,10,15,6,6,6,6,5,5,5,5,5,5,7,1,6,7,7,1,7,5,1,5,1,5,1,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,10,51,7,7,1,5,1,7,7,5,5,4,3,4,7,1,3,5,4,7,5,7,6,3,72,61,84,54,88,65,81,79,,7,1,3,6,2,6,2,2,5,6,6,5,6,7,7,,,,,,#VALUE!,,3,4,2,2,2,5,4,2,3,3,3,4,2,3,2,4,3,3,1,4,4,4,3,4,4,1,4,5,3,4,3,2,2,2,4,2,2,6,4,4,6,2,117606349,100
31,2,10,1,,2,5,5,6,4,6,1,7,7,7,7,7,3,7,2,7,4,2,4,6,1,5,7,4,,3,2,5,4,3,5,5,2,6,4,4,4,4,4,7,7,7,3,3,3,3,4,,,,0,10,85,0,5,0,5,90,5,0,5,6,6,6,4,4,4,6,6,2,7,1,4,7,7,2,2,5,1,5,1,5,1,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,2,4,1,4,1,4,4,79,7,2,3,3,3,7,7,2,2,2,4,1,7,1,1,6,1,7,4,7,3,4,80,59,80,75,90,33,76,94,,7,1,2,7,1,7,1,1,6,4,4,4,4,6,4,80000,78,80000,78,80000,78,78,1,5,3,1,2,5,4,1,2,1,2,3,4,4,4,4,4,4,1,4,5,5,5,5,5,1,5,4,6,8,6,3,4,3,3,3,1,7,1,5,7,1,469829172,100
23,1,12,3,,2,6,5,5,2,1,1,7,5,6,5,5,7,3,2,7,5,7,5,7,6,7,5,5,6,3,1,3,1,3,3,5,4,3,7,7,7,6,4,7,7,7,3,2,3,4,4,1,2,4,43222,5,15,43222,75,0,1,3,1,95,6,6,6,7,4,4,4,6,7,5,6,3,5,4,5,4,2,3,2,4,2,4,2,3,4,4,2,3,4,4,3,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,1,4,3,1,2,1,2,1,90,6,4,3,3,3,2,7,2,2,3,2,4,6,4,2,3,2,6,1,1,6,1,60,20,80,45,80,20,90,82,discrimination and isolation,6,2,2,7,1,6,5,5,5,7,6,6,5,6,4,213,82,213,82,213000,82,82,1,4,2,2,3,7,6,3,2,4,4,4,4,4,3,5,5,3,2,4,4,3,4,4,4,1,5,3,4,4,6,2,5,8,8,1,1,7,1,7,7,1,847791260,100
19,1,10,1,,2,6,5,5,3,1,3,7,5,3,2,5,5,5,1,5,6,5,1,7,3,7,7,6,7,2,2,2,2,5,5,2,5,2,3,5,6,1,1,7,5,7,3,3,3,3,3,7,3,7,2,1,97,0,0,1,1,97,1,0,5,6,6,7,2,2,2,2,2,5,2,1,2,5,2,7,2,3,3,3,3,3,3,5,4,4,3,5,5,6,5,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,2,3,3,5,3,2,2,15,80,4,3,4,2,4,3,6,4,2,2,5,6,7,7,2,6,2,7,1,1,5,3,70,30,60,15,92,10,80,80,Lazy,5,4,4,6,4,6,5,5,3,3,2,2,5,2,2,280,0.65,280,065,280000,0.65,65,3,2,3,3,2,3,4,3,5,5,4,4,3,5,3,2,4,3,1,4,1,1,1,1,1,1,2,1,4,2,5,8,4,5,5,4,3,6,3,6,6,3,607450826,100
19,1,7,1,,1,3,7,7,5,4,5,5,6,7,4,4,6,5,2,7,7,7,3,3,4,4,7,7,5,4,2,2,3,4,2,4,3,3,3,4,3,3,3,5,4,5,3,4,3,3,3,1,1,7,0,0,80,10,10,0,0,80,0,20,5,6,6,6,4,3,3,3,2,3,4,4,2,2,5,6,4,2,4,2,4,5,1,6,3,2,3,1,2,2,1,7,7,7,7,7,5,3,2,7,7,6,7,3,6,5,75,7,7,1,5,1,7,7,4,3,4,3,2,7,1,7,7,4,2,7,7,100,80,70,70,Patriotism ,7,3,3,6,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,6,7,7,7,100000,30,100000,30,100000,30,30,2,5,1,1,2,2,2,2,4,2,1,2,3,3,4,4,4,2,1,3,3,2,3,2,3,1,3,4,6,4,6,6,8,2,8,6,3,4,3,3,2,3,935452498,100
19,2,10,1,,1,4,3,6,5,6,2,7,6,6,4,7,6,6,1,7,7,7,3,6,4,7,7,7,3,5,3,1,4,2,1,3,3,2,7,7,7,7,7,7,7,7,3,3,3,3,3,,3,7,0,5,80,10,5,0,0,90,10,0,6,6,6,6,3,5,3,6,6,3,7,1,6,7,7,2,6,4,2,4,2,4,2,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,6,6,2,6,1,6,4,80,7,4,2,3,2,7,7,5,5,3,3,2,5,1,3,4,2,6,6,7,7,1,90,60,50,50,85,50,60,60,Naive,7,1,1,5,1,5,5,5,6,6,6,6,6,6,6,200,0.55,200,055,200000,0.55,55,2,4,2,1,1,6,6,1,3,3,5,4,3,4,1,4,4,2,2,2,4,4,4,4,4,2,4,4,4,2,4,2,4,3,3,5,1,7,1,7,7,1,978275250,100
