Age,Gender,Ethnicity,BrCitizen,AgetoUK,UniYear,BSPub1R,BSPub2,BSPub3,BSPub4,BSPubResp,BSSlur1R,BSSlur2,BSSlur3,BSSlur4,BSSlur5,BSSlur6,BSSlur7,BSSlurResp,BSDrunkGroup2B,BSDrunk1,BSDrunk2,BSDrunk3,BSDrunk4,BSDrunk5,BSDrunk6,BSDrunk7,BSDrunkResp,BSDrunkRisk,LeftRight,GenTrust,CivEngPol1,CivEngVol1,CivEngPol2,CivEngVol2,CivEngVol3,CivEngPol3,CivEngVol4,CivEngPol4,DivPol1,DivPol2,DivPol3,DivPol4,DivPol5,DivPol6,DivPol7,DivPol8,FrEthn1,FrEthn2,FrEthn3,FrEthn4,FrEthn5,IOSblack,IOSsAs,IOSwhite,InteractBlack,InteractSAsian,InteractWBrit,InteractOthBr,InteractNonBr,SchoolBlack,SchoolSAsian,SchoolWhBr,SchoolOthBr,SchoolNonBr,SelfExp1,SelfExp2,SelfExp3,SelfExp4,DivValWhBr,DivValBlackBr,DivValSAsBr,DivValpersBr,DivValpersUni,DivValProm,DivValInstr1,DivValInstr2R,DivValpersContact1,DivValInstr3,DivValInstr4,DivValpersContact2R,DivValInstr5,AffBlWarm,AffBlNeg,AffSAsWarm,AffSAsNeg,AffWhWarm,AffWhNeg,SCMBlConfident,SCMBlSincere,SCMBlCompetent,SCMBlWarm,SCMSAsConfident,SCMSAsSincere,SCMSAsCompetent,SCMSAsWarm,SCMWhConfident,SCMWhSincere,SCMWhCompetent,SCMWhWarm,nWhExpWhComplimented,nWhExpWhRidiculed,nWhExpWhMadeFeelUnwanted,nWhExpWhVerbAbused,nWhExpWhBefriended,nWhExpWhMadeFeelWelcome,nWhExpWhIntimidated,nWhExpWhSupported,nWhExpWhThreathened,nWhExpWhHelped,nWhExtConNum,nWhExtConPerc,nWhSelfDiscWorry,nWhSelfDiscFeel,nWhAnxHallUnhappy,nWhAnxHallPleased,nWhAnxHallTense,nWhEmpathy1,nWhEmpathy2,nWhPerspTak1,nWhPerspTak2,nWhPerspTak3,nWhPerspTak4R,nWhPerspTak5R,nWhBelDirections,nWhBelDancing,nWhEthnId1,nWhEthnId2,nWhEthnId3,nWhEthnId4,nWhWhPriv1,nWhWhPriv2R,nWhSterWhPriviliged,nWhSterWhSupportive,nWhSterWhArrogant,nWhSterWhPrejudiced,Rubbish8,nWhExpComfortable,nWhExpSuspicious,nWhExpAwkward,nWhExpSecure,nWhExpThreatened,nWhExpConfident,nWhUnfavWh,WhExpBlComplimented,WhExpBlRidiculed,WhExpBlMadeFeelUnwanted,WhExpBlVerbAbused,WhExpBlBefriended,WhExpBlMadeFeelWelcome,WhExpBlIntimidated,WhExpBlSupported,WhExpBlThreathened,WhExpBlHelped,WhExtConNum,WhExtConPerc,WhSelfDiscWorry,WhSelfDiscFeel,WhAnxHallUnhappy,WhAnxHallPleased,WhAnxHallTense,WhEmpathy1,WhEmpathy2,WhPerspTak1,WhPerspTak2,WhPerspTak3,WhPerspTak4R,WhPerspTak5R,WhBelDirections,WhBelDancing,WhEthnId1,WhEthnId2,WhEthnId3,WhEthnId4,WhGuilt1,WhGuilt2,WhWhPriv1,WhWhPriv2R,WhSterWhPriviliged,WhSterWhSupportive,WhSterWhArrogant,WhSterWhPrejudiced,WhMetaSterWhPriviliged,WhMetaSterWhSupportive,WhMetaSterWhArrogant,WhMetaSterWhPrejudiced,Rubbish1,WhExpComfortable,WhExpSuspicious,WhExpAwkward,WhExpSecure,WhExpThreatened,WhExpConfident,WhUnfavSAsBr,WhUnfavBlBr,FrequDiscrLabour,FrequDiscrPolice,FrequDiscrFellWhEmpl,FrequDiscrFaculty,FrequDiscrGlaring,FrequDiscrSlurs,FrequDiscrPubs,Rubbish2,Rubbish3,Rubbish4,Rubbish5,MedWealthAfrCar,Rubbish6,SharAfrCarFirstTwoOne,AttribAbility,AttribEduOpps,AttribRespect,PrejBelNoLonger,PrejBelNoFav,PrejBelLessDes,PrejBelUnequOpps,PrejBelLackResp,RAS2,RAS3,RAS4R,RAS5R,RAS6,RAS7R,RAS8,RAS9R,RAS10R,RAS11,PAuth1,PAuth2R,PAuth3R,PAuth4R,PAuth5R,PAuth6R,PAuth7R,PAuth8,PAuth9R,PAuth10R,SelfDec1R,SelfDec2,SelfDec3R,SelfDec4,SelfDec5R,SelfDec6,SelfDec7,SelfDec8R,MotUnprejExt1,MotUnprejInt1,MotUnprejExt2,MotUnprejInt2,MotUnprejInt3,MotUnprejExt3,ID,PercDone
19,2,10,1,,1,4,5,5,5,5,2,5,5,6,6,7,6,5,1,7,7,7,3,4,3,3,7,6,1,6,5,5,5,2,5,6,5,2,5,6,6,6,4,6,6,7,3,3,3,3,2,,4,5,5,10,70,13,2,20,15,60,0,5,5,6,6,6,5,6,6,6,6,4,5,2,4,5,7,3,6,4,2,4,2,4,2,6,5,6,5,4,5,6,5,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,4,2,2,2,4,6,40,1,1,3,2,4,6,7,4,3,2,2,4,7,1,4,5,2,6,7,7,5,3,70,70,60,50,90,65,90,70,"welcoming, not very understanding",6,2,3,6,2,6,5,5,5,5,4,3,4,5,6,300,80,300,80,300000,80,80,2,4,2,3,2,4,5,1,2,1,5,5,5,3,2,4,4,2,4,2,3,2,4,2,5,1,2,4,4,4,5,2,4,3,5,5,4,7,2,7,7,2,41149254,100
19,2,10,1,,1,5,5,5,7,3,7,7,7,7,7,7,7,6,2,5,4,4,2,3,6,7,6,6,3,6,1,1,1,3,1,5,3,3,6,6,6,6,6,6,6,7,3,3,3,3,3,,,7,10,0,80,10,0,20,0,80,0,0,6,6,5,6,6,6,6,6,6,6,7,2,6,6,6,2,7,5,1,4,2,5,1,6,7,7,7,4,6,7,6,5,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,6,7,1,6,1,7,2,27,6,5,2,4,1,5,6,4,4,3,1,1,7,1,2,6,1,6,6,6,6,1,75,91,41,22,48,94,10,17,I dont know,7,1,2,6,1,6,2,1,6,7,5,4,5,6,5,225,50,225,50,225000,50,50,2,4,2,3,1,6,6,1,4,3,3,3,3,3,3,3,3,3,2,1,4,4,3,4,5,2,4,4,5,1,5,2,4,2,4,4,1,7,1,7,7,1,9978645,100
20,2,10,1,,2,6,5,3,5,5,1,7,5,6,5,5,4,5,2,7,7,7,6,5,6,7,7,7,3,5,3,3,4,5,2,6,5,3,5,5,6,7,7,6,7,7,3,4,3,3,3,3,,7,0,0,70,0,30,10,5,60,0,25,6,6,7,5,2,5,5,6,7,2,7,5,6,7,6,2,5,3,2,3,2,4,4,5,6,6,4,4,5,6,5,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,1,5,5,3,4,1,6,2,40,6,5,2,3,2,6,7,3,3,4,3,3,6,2,1,,2,5,7,7,7,1,80,40,70,70,100,40,80,90,Snobbish maybe. Rude or cold. I think it depends on their experience with White people however. ,6,2,4,5,3,3,3,3,5,6,5,5,7,7,6,250,0.52,250,052,250000,0.52,52,1,5,1,1,1,6,6,3,3,2,4,4,2,3,1,4,5,3,4,2,4,3,4,4,4,1,5,4,4,2,4,1,6,2,8,5,3,6,3,6,7,2,200447340,100
19,2,10,1,,1,7,1,3,2,1,2,7,6,6,3,6,7,7,2,7,5,6,4,7,7,7,7,7,4,3,4,2,4,1,2,3,3,2,3,4,5,2,6,7,6,7,3,3,3,4,1,4,2,7,20,5,70,0,5,20,0,60,0,20,6,7,7,6,5,6,6,7,7,5,7,1,6,7,7,3,7,5,1,5,1,5,1,6,6,6,6,6,6,6,6,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,6,7,1,6,1,7,Most,70,6,7,1,5,1,7,7,6,5,4,1,2,7,1,1,3,1,7,5,6,7,1,80,70,75,40,90,70,80,60,Unaware,7,2,2,7,1,6,1,1,5,7,5,4,6,5,6,250000,75,250000,75,250000,75,75,1,5,1,2,1,6,7,2,4,4,5,5,5,5,1,5,5,4,3,2,5,5,5,5,5,1,5,3,4,5,2,8,4,6,5,6,6,7,1,7,7,1,429271518,100
18,2,10,1,,1,3,5,5,5,3,5,7,4,3,6,7,4,4,2,6,4,4,1,1,1,6,6,6,4,6,3,4,1,2,4,4,4,2,6,6,6,5,4,6,7,7,3,3,3,3,4,,,6,5,5,80,4,4,8,8,80,2,2,6,6,7,6,6,6,6,6,6,7,6,2,6,6,7,2,6,5,1,5,1,5,1,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,2,6,6,2,6,2,6,10,95,7,7,2,3,2,7,7,3,2,1,3,5,7,2,5,5,3,6,5,5,6,2,65,80,40,26,85,56,49,60,,6,2,2,6,2,6,5,5,5,6,5,5,5,6,6,250000,62,250000,62,250000,62,62,1,5,1,1,1,6,6,1,4,4,4,4,3,3,3,4,4,3,2,2,4,4,3,4,4,2,4,3,4,2,4,1,4,3,8,5,4,6,6,6,7,4,636443251,100
20,2,10,1,,1,3,5,6,7,5,3,7,6,7,6,7,7,5,1,7,6,6,2,7,6,7,5,6,2,4,1,2,2,4,2,3,4,3,7,7,7,7,6,7,7,7,2,3,3,3,2,,6,5,15,10,70,0,5,20,2,75,0,3,4,4,5,5,5,5,5,5,6,6,7,2,7,7,7,7,7,5,1,5,1,5,1,7,7,7,6,5,6,7,6,7,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,1,4,5,5,4,1,6,10,80,7,7,4,3,2,7,7,6,6,5,4,3,7,1,4,5,4,6,6,7,7,1,71,73,68,36,92,59,58,47,Rich,7,1,1,7,1,7,1,1,5,6,4,2,6,6,6,175,0.5,175,05,175000,0.5,50,1,5,1,1,1,6,5,1,3,3,4,3,4,5,2,4,5,2,1,2,3,2,4,3,5,2,3,2,4,3,6,2,3,3,4,1,,,,,,,251382228,100
19,2,10,1,,1,5,5,7,6,4,2,7,6,6,6,7,2,5,2,4,3,2,2,6,4,7,6,5,3,5,3,3,1,1,1,2,2,2,4,4,3,3,4,1,1,6,3,3,3,3,3,2,3,6,15,0,75,0,10,15,2,75,5,3,5,5,7,7,5,3,3,5,4,4,4,2,3,2,4,2,5,4,2,3,3,5,2,7,5,5,6,2,6,5,4,4,4,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,6,6,2,4,1,3,0,90,5,6,2,2,3,5,7,4,2,2,2,5,6,1,1,6,1,6,3,6,2,6,60,84,31,16,27,87,26,85,Im not sure ,7,1,2,4,1,5,5,2,4,4,2,2,6,6,6,200,0.78,200,078,200000,0.78,78,1,3,2,4,3,2,4,2,4,4,3,3,2,4,3,5,4,4,2,4,4,3,3,4,4,2,3,4,3,2,2,4,8,2,4,8,2,5,2,4,6,1,908429534,100
20,2,10,1,,1,3,7,7,6,5,2,7,6,6,7,2,6,6,1,7,5,5,1,7,1,6,7,7,4,4,1,3,1,1,3,5,1,6,3,2,7,4,1,7,3,5,3,3,3,3,3,,2,7,0,0,70,10,20,10,40,50,0,0,7,5,7,6,5,6,6,7,6,3,7,4,3,7,5,5,7,3,2,5,2,5,2,7,6,7,6,7,3,7,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,3,3,2,1,3,0,,6,1,1,4,3,6,7,3,3,3,4,,3,1,1,6,1,7,5,2,7,2,76,61,41,20,100,51,89,71,Wealth,7,1,5,6,2,6,5,3,4,7,3,3,6,5,7,250,65,250,65,250000,65,65,2,5,2,3,1,5,5,1,5,4,5,4,2,5,3,4,5,3,1,4,5,5,5,4,4,2,4,5,4,6,5,8,5,8,2,5,7,7,7,4,7,7,987254865,100
18,2,10,1,,1,5,2,6,5,1,3,6,6,7,5,6,4,5,2,4,5,3,3,7,5,7,5,6,3,5,2,4,4,2,2,4,4,3,7,7,7,7,5,7,7,7,3,1,3,3,3,5,,5,5,0,80,10,5,20,0,55,5,20,5,6,7,7,5,7,7,6,6,4,7,2,5,6,7,2,7,5,1,5,1,5,1,5,5,5,5,5,5,5,5,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,5,5,2,4,1,5,5,69,7,7,3,3,4,6,6,3,1,1,4,4,7,4,4,4,5,6,6,5,7,1,71,53,43,49,100,40,82,61,,6,2,3,4,2,4,3,3,5,7,6,5,5,5,6,250,78,250,78,250000,78,78,2,5,3,2,1,6,7,5,4,2,5,4,4,5,2,4,5,3,2,2,4,3,4,4,4,4,4,5,4,2,3,2,4,8,8,6,4,6,2,7,7,1,325830534,100
21,2,12,2,17,1,3,7,6,5,6,1,7,7,7,4,7,7,7,2,7,7,7,6,7,7,7,7,7,5,4,1,3,1,1,1,2,1,1,4,5,5,1,1,7,7,7,4,4,4,2,3,,6,3,1,20,35,4,40,1,1,97,0,1,5,5,5,5,4,4,4,4,4,4,5,2,4,4,4,4,4,3,3,3,3,3,3,6,4,4,3,4,5,4,5,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,2,3,5,3,3,3,2,95,1,1,5,1,5,7,7,7,5,5,3,3,3,3,6,4,6,6,6,7,6,1,70,60,45,70,100,10,100,100,,7,1,1,7,2,7,4,5,5,3,5,5,4,1,2,300,70,300,70,300000,70,70,4,4,2,3,3,5,5,3,5,5,5,3,5,5,5,5,3,5,2,3,3,3,3,3,2,4,2,4,3,3,3,8,8,2,4,4,2,1,1,1,1,1,488921950,100
19,2,10,1,,1,4,3,5,5,4,2,4,5,4,4,4,3,4,2,4,4,4,4,5,4,5,5,5,3,5,2,2,2,2,2,4,3,2,4,4,5,5,4,4,5,6,3,3,4,3,3,,,4,20,10,60,5,5,35,5,45,10,5,4,4,5,5,3,3,3,5,5,3,3,2,5,4,4,2,4,4,2,3,3,4,2,6,4,4,4,4,3,3,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,3,3,3,3,3,4,0,65,5,4,3,3,3,5,6,4,4,3,4,4,5,4,3,4,3,5,4,5,6,2,65,60,60,50,40,60,50,30,Advantages,,,,,,,5,4,4,6,5,4,3,4,4,75,0.75,75,075,75000,0.75,75,2,4,2,2,2,5,5,2,3,2,4,3,3,3,3,3,3,3,2,3,4,3,4,3,4,2,3,3,2,2,4,2,2,3,8,3,2,4,2,4,4,2,169009315,100
19,2,10,1,,1,5,4,5,3,3,2,7,5,5,6,6,6,5,2,6,6,6,5,6,7,7,6,6,3,4,2,5,2,3,5,1,3,2,5,5,5,4,4,5,6,6,3,4,4,3,3,,2,7,5,5,65,5,20,25,5,55,5,10,3,5,5,5,4,5,5,5,6,5,5,2,4,6,5,3,5,4,2,4,2,4,2,5,5,5,5,6,5,5,6,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,2,3,1,2,1,3,3,60,3,2,2,4,1,5,6,3,3,4,5,4,6,2,3,3,3,6,4,4,6,6,45,40,70,35,70,25,80,75,Selfish,6,2,3,6,1,6,2,2,5,6,4,3,5,6,6,265000,80,265000,80,265000,80,80,2,5,2,2,1,6,6,4,2,2,4,4,4,5,3,5,5,3,4,2,4,4,4,5,4,1,4,4,4,5,4,8,2,3,4,4,4,5,5,5,6,4,473446744,100
19,2,7,3,,1,1,6,6,6,6,1,7,7,7,7,7,7,7,2,7,7,7,4,7,7,1,7,7,5,4,1,5,1,1,5,1,5,1,6,6,7,7,7,7,7,7,4,4,4,3,4,7,7,7,20,0,20,20,40,0,0,100,0,0,6,6,6,6,2,2,5,2,6,2,3,1,7,6,6,1,7,5,5,5,5,3,4,6,6,6,6,6,6,6,6,6,6,7,6,7,4,5,3,5,5,5,6,4,6,5,71,3,6,2,3,2,7,7,5,3,3,3,6,5,1,7,7,7,7,7,7,82,72,78,95,prejudiced,6,4,2,5,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,3,6,6,3,1500,0.67,1500,067,1500,0.67,67,2,5,1,1,1,7,5,1,1,1,5,4,4,4,3,3,5,1,4,5,3,5,4,3,5,1,5,4,1,5,3,8,4,4,5,5,2,2,2,7,7,1,767929957,100
19,2,10,1,,1,5,4,5,5,4,3,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,5,2,4,3,4,2,4,4,6,6,6,5,6,6,6,3,2,3,3,3,,5,6,10,20,60,5,5,10,10,60,10,10,4,5,5,5,5,5,5,6,6,5,5,2,5,5,6,3,6,4,2,4,2,4,2,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,5,1,5,1,4,Not sure,50,5,5,2,4,2,5,5,4,4,4,3,5,7,2,4,4,4,6,5,5,4,4,50,60,40,40,60,40,50,60,Not sure,5,1,5,5,1,5,2,2,4,5,4,3,4,4,4,310,0.7,310,07,310000,0.7,70,3,4,3,3,3,5,5,3,3,3,3,4,3,4,3,4,4,3,3,2,4,3,3,4,3,2,4,3,3,2,3,2,4,3,2,3,1,7,1,7,7,1,321427237,100
19,2,10,1,,1,2,2,7,5,2,2,7,5,5,5,5,7,4,2,7,6,6,,7,6,7,5,7,3,5,5,1,5,1,1,3,1,2,6,7,7,7,7,7,7,7,3,3,3,3,3,5,,7,25,5,69,1,0,10,10,76,3,1,6,5,7,7,5,6,6,7,7,5,7,1,7,7,7,2,7,5,1,5,1,5,2,6,5,6,5,6,5,6,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,6,6,4,5,1,5,3,20,5,3,2,3,2,,7,5,5,4,1,1,7,1,3,4,3,4,7,7,7,1,70,60,30,25,90,40,50,50,ignorant,7,1,6,4,1,6,1,1,4,6,4,4,4,5,5,300,80,300,80,300000,80,80,2,4,3,2,1,5,5,2,3,3,5,4,3,4,4,4,3,2,1,2,5,5,5,3,5,1,4,4,4,8,5,2,6,3,8,5,4,7,4,7,7,4,671080212,100
22,2,8,3,,1,4,6,6,4,4,5,7,5,6,2,4,1,4,1,5,4,3,1,2,3,4,4,3,6,5,5,6,4,5,,5,5,2,5,5,6,5,2,2,2,4,4,4,4,4,4,,,,0,10,10,0,80,0,0,0,0,100,6,6,7,7,4,4,4,4,5,4,4,2,5,3,3,2,4,2,3,4,2,3,3,6,5,5,5,5,6,6,6,6,4,4,4,4,3,3,3,4,3,4,3,3,4,0,1,3,3,3,3,3,4,4,4,3,3,3,3,3,3,6,5,5,6,4,4,83,53,53,53,Snobbish,4,3,5,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,4,4,285000,0.084722222,285000,00847222222222222,285000,0.084722222,8.472222222,3,3,3,3,4,3,3,3,,2,3,4,3,4,3,3,2,3,2,4,3,3,3,3,4,1,4,5,4,4,3,2,2,2,8,5,3,4,4,4,4,4,201972429,100
18,2,10,1,,1,5,4,6,5,3,3,7,5,6,4,5,5,3,1,2,3,3,2,4,5,6,4,3,2,5,4,4,3,4,3,6,4,5,7,7,7,7,7,7,7,7,1,3,3,3,3,7,4,6,20,20,30,20,10,20,20,20,20,20,5,5,6,6,6,6,6,7,7,7,7,2,6,6,6,2,6,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,5,5,2,5,2,5,5,95,7,6,1,4,1,7,7,7,5,3,3,3,6,2,2,3,1,5,5,5,6,1,63,74,43,34,74,71,61,45,uncultured,7,1,2,7,1,7,1,1,4,4,4,3,4,4,4,300,78,300,78,300000,78,78,3,3,3,3,2,4,4,1,3,3,3,3,3,3,,3,3,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,3,293993879,100
19,2,10,1,,1,6,5,5,6,3,1,7,5,5,6,6,7,5,2,7,7,6,4,5,5,7,7,7,3,5,5,6,4,2,6,6,5,5,3,5,7,6,6,6,6,7,3,3,3,4,2,,6,7,5,10,55,20,10,0,0,95,0,5,5,5,6,6,6,6,6,7,7,5,6,2,6,6,7,2,6,4,2,4,2,4,2,5,6,7,6,6,6,7,6,5,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,1,6,7,2,5,1,6,6,45,6,3,2,3,2,5,7,5,3,5,2,3,7,2,3,5,2,7,3,5,6,2,67,45,44,35,85,40,64,46,Having more opportunities and being trusted  more by authority,6,2,5,5,2,6,3,3,5,6,5,5,6,5,6,180,79,180,79,180000,79,79,2,4,2,2,2,5,5,2,5,4,4,4,4,4,4,5,5,2,2,2,5,4,3,4,5,1,4,4,8,4,5,1,8,5,4,5,6,7,6,7,7,6,330302829,100
18,2,10,1,,1,5,3,5,6,6,1,7,4,4,4,5,5,5,2,5,5,4,3,6,6,6,6,7,2,3,4,2,2,3,2,6,3,5,7,7,7,7,6,7,7,7,3,3,3,3,3,,6,6,0,10,90,0,0,10,10,80,0,0,7,7,7,7,4,7,7,7,7,3,7,2,7,4,7,7,6,4,2,4,2,4,2,4,5,7,6,4,5,7,6,4,4,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,5,5,2,6,1,6,10,30,7,5,2,4,2,7,7,6,6,5,3,3,7,1,2,2,2,7,5,5,7,1,80,60,40,80,90,60,40,60,,7,1,1,7,1,6,1,1,6,7,5,4,6,6,7,100,0.5,100,05,100000,0.5,50,1,5,1,1,1,6,7,1,2,3,5,2,3,4,3,3,5,4,2,2,5,4,1,4,5,1,4,4,3,4,4,4,4,4,3,2,3,7,3,7,7,3,182039246,100
18,2,10,1,,1,4,3,5,6,3,3,5,6,6,5,6,5,5,2,2,3,2,2,5,5,6,3,4,3,4,,,,,,,,,7,5,4,6,6,5,7,7,3,3,1,3,3,7,4,6,40,10,50,0,0,25,25,30,20,0,5,6,5,4,6,6,6,7,7,6,7,3,6,6,7,2,7,5,1,5,1,5,1,7,6,6,6,6,6,6,6,7,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406413837,73
19,2,7,3,,1,2,2,7,7,7,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570209103,41
22,2,10,1,,2,6,5,5,4,2,2,7,7,6,5,5,3,5,1,7,1,1,1,3,6,7,5,2,4,5,4,1,2,1,1,1,3,2,6,6,7,6,7,7,7,7,3,3,3,3,3,4,2,7,5,1,90,3,1,10,2,81,2,5,6,6,7,7,6,6,6,6,6,4,7,1,5,6,7,5,7,4,1,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,3,1,5,6,3,4,1,5,15,75,6,5,3,3,3,6,7,1,1,1,2,1,7,1,3,4,2,,4,6,7,1,100,30,60,35,100,25,60,60,Ignorant,6,1,4,4,1,3,3,3,5,7,5,4,6,5,4,325'000,70,325000,70,325000,70,70,1,5,1,1,1,7,5,1,2,2,5,5,4,5,3,5,4,2,4,4,5,4,3,5,4,1,5,4,3,2,8,5,2,5,5,1,2,7,2,6,7,3,634885067,100
19,2,10,1,,1,3,6,7,6,5,3,6,6,4,4,6,6,6,2,2,1,1,1,2,3,2,1,2,2,6,2,1,1,1,4,2,2,6,5,7,7,5,4,7,6,7,3,3,3,3,3,1,1,3,4,0,95,0,1,0,2,95,0,3,5,5,6,7,5,7,3,7,7,4,7,2,7,7,6,1,7,5,2,3,3,4,3,7,6,5,4,3,4,5,3,5,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,1,2,3,4,4,1,3,0,,4,3,2,2,4,7,7,3,2,2,4,6,7,1,2,6,1,7,3,3,6,1,89,53,67,98,100,70,100,100,Insensitive ,4,2,5,4,1,3,5,2,6,7,3,2,5,7,7,150000,60,150000,60,150000,60,60,1,4,1,1,2,6,5,1,2,4,5,5,3,5,3,5,5,1,2,2,4,4,1,3,4,1,5,3,4,5,2,3,8,4,5,8,7,7,7,7,7,7,591372582,100
28,2,10,1,,1,6,3,4,5,2,1,7,7,6,7,7,7,6,1,4,4,4,2,7,6,7,3,4,3,6,1,5,3,2,2,1,2,2,5,7,7,5,6,7,7,7,3,3,3,3,3,,2,7,0,10,80,0,10,2,8,90,0,0,4,4,4,4,5,7,7,7,7,4,7,1,7,7,7,1,7,5,1,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,1,2,5,50,6,3,1,5,1,7,7,1,1,1,2,4,7,1,4,4,1,7,4,4,5,3,70,50,50,20,70,50,50,20,Go more pink in the sun.,7,1,1,7,1,7,1,1,2,2,2,1,2,3,2,300,0.78,300,078,300000,0.78,78,1,5,1,3,1,5,4,1,2,5,4,4,3,5,1,5,4,3,5,3,3,3,4,3,3,5,3,4,2,5,4,5,3,2,3,5,1,7,1,6,7,1,374042390,100
19,2,10,1,,1,6,6,7,7,5,1,7,7,7,7,7,7,7,2,5,5,3,2,7,7,7,4,7,4,5,4,4,4,4,4,4,4,4,5,5,7,7,4,7,7,7,3,3,3,3,3,,,7,0,0,100,0,0,20,0,80,0,0,5,5,7,7,5,5,5,7,7,7,5,2,5,7,4,1,6,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,19,7,7,1,5,1,4,7,6,2,1,4,4,7,1,1,6,1,7,6,7,7,1,100,69,89,78,100,39,100,100,selfish ,7,1,1,7,1,7,1,1,4,6,5,5,7,6,6,85,78,85,78,85000,78,78,1,5,1,3,1,5,7,1,3,3,3,3,3,3,3,3,3,3,1,3,4,5,4,3,5,2,3,3,6,3,1,1,5,3,4,5,4,4,4,4,4,4,230385820,100
